F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,Number of Defects
6,2,4,3,5,16,125,10,3,0,10,4
9,2,4,4,4,17,109,10,3,1,10,3
7,3,4,1,3,17,171,10,3,1,11,4
7,3,5,1,5,17,132,10,3,0,12,4
7,5,1,1,4,17,151,10,3,0,11,3
8,2,5,2,5,17,96,10,3,0,11,4
7,3,5,5,4,17,105,10,3,1,12,5
8,2,4,2,5,17,129,10,3,1,10,4
7,9,2,1,5,17,204,10,3,1,10,3
6,3,5,3,5,17,155,10,3,1,10,4
6,4,1,2,6,17,120,10,3,1,9,4
9,3,3,1,3,17,73,10,3,0,11,3
6,2,4,1,4,17,67,10,3,1,10,4
8,7,3,2,5,17,138,10,3,1,11,2
9,3,6,2,5,17,119,10,3,1,10,2
7,2,3,4,3,17,127,10,3,0,11,5
9,2,3,1,8,17,57,10,3,0,11,4
8,4,4,1,3,17,93,10,3,0,12,6
8,4,4,1,3,17,93,10,3,0,12,6
8,1,5,2,5,17,114,10,3,0,11,5
7,4,4,5,3,17,114,10,3,0,13,4
6,5,1,5,4,17,116,10,3,1,14,5
6,5,1,5,4,17,116,10,3,1,14,5
6,2,5,5,5,17,90,10,3,0,12,4
7,3,2,1,6,17,117,10,3,0,11,3
6,2,5,1,3,17,51,10,3,1,9,4
7,3,2,1,3,17,121,10,3,0,9,3
7,3,2,1,3,17,121,10,3,0,9,3
9,2,5,2,3,17,122,10,3,0,10,4
9,2,5,2,3,17,122,10,3,0,10,4
7,6,5,2,5,17,128,10,3,1,11,2
6,2,5,2,7,17,143,10,3,1,9,4
9,3,5,2,5,17,131,10,3,0,9,3
9,3,5,2,5,17,131,10,3,0,9,3
9,5,4,2,7,17,100,10,3,1,10,4
7,1,3,6,6,17,103,10,4,0,10,3
7,5,3,7,4,17,117,10,3,0,10,2
8,2,3,2,5,17,101,10,3,1,10,3
6,5,3,5,16,17,129,10,3,0,9,3
6,2,2,1,5,17,77,10,4,1,10,4
7,2,3,3,4,17,117,10,3,1,10,4
7,2,3,3,4,17,117,10,3,1,10,4
6,3,3,2,4,17,83,10,3,0,11,5
6,3,3,2,4,17,83,10,3,0,11,5
7,2,2,1,4,17,159,10,3,1,11,4
6,3,7,1,8,17,137,10,3,0,9,3
6,3,7,1,8,17,137,10,3,0,9,3
7,2,2,2,2,17,80,10,3,0,12,5
6,3,3,11,3,17,118,10,3,0,11,4
6,4,4,2,4,17,98,10,3,0,11,4
7,2,2,2,4,17,101,10,3,1,10,3
7,2,2,2,4,17,101,10,3,1,10,3
7,2,3,1,3,17,76,10,3,0,11,4
7,2,3,6,3,17,103,10,3,1,11,5
7,2,3,6,3,17,103,10,3,1,11,5
8,2,3,9,2,17,118,10,3,0,11,4
6,1,4,1,4,17,76,10,3,1,11,5
5,3,2,2,3,17,74,10,3,0,12,4
6,3,2,3,3,17,123,10,3,1,14,5
7,2,5,6,4,17,85,10,3,1,12,4
5,2,2,10,4,17,112,10,4,0,12,5
7,1,3,1,4,17,109,10,3,1,10,4
7,2,3,7,5,17,109,10,3,0,10,4
7,4,2,4,4,17,98,10,3,1,13,5
7,3,1,4,4,17,63,10,3,0,9,3
7,3,3,2,2,17,76,10,3,0,12,4
7,3,1,4,4,17,63,10,3,0,9,3
7,2,3,4,5,17,106,10,3,0,12,3
7,5,3,5,4,17,80,10,3,0,13,5
7,6,2,10,9,17,94,10,3,0,9,3
6,3,2,5,4,17,133,10,3,1,9,3
6,3,2,5,4,17,133,10,3,1,9,3
7,4,3,3,4,17,67,10,3,0,13,4
7,2,3,17,5,17,149,10,3,0,9,4
7,2,3,17,5,17,149,10,3,0,9,4
6,6,3,5,5,17,126,10,3,0,9,3
6,6,3,5,5,17,126,10,3,0,9,3
6,2,4,10,3,17,50,10,3,1,12,4
5,3,1,2,4,17,73,10,3,1,12,3
6,3,3,1,2,17,47,10,3,0,12,4
6,3,3,4,6,17,135,10,3,0,12,4
6,2,3,3,5,17,126,10,3,1,9,4
7,2,3,8,3,17,81,10,3,0,10,4
7,2,3,8,3,17,81,10,3,0,10,4
5,2,2,5,4,17,101,10,4,1,10,3
5,2,3,2,5,17,61,10,3,0,12,5
6,4,4,5,3,17,113,10,3,1,12,4
6,4,4,5,3,17,113,10,3,1,12,4
6,3,3,2,6,17,140,10,3,0,11,4
6,3,3,2,6,17,141,10,3,0,11,3
8,3,4,2,3,18,79,10,3,1,12,4
6,4,1,10,4,18,119,10,3,0,10,3
7,2,4,2,4,18,102,10,3,0,11,5
5,3,2,2,3,18,89,10,4,0,13,5
5,3,2,2,3,18,89,10,4,0,13,5
5,3,2,2,3,18,89,10,4,0,13,5
8,3,3,2,4,18,101,10,3,1,12,5
7,3,3,2,4,18,130,10,3,1,11,4
6,3,3,4,4,18,115,10,3,1,13,4
8,1,5,2,4,18,98,10,3,1,11,4
7,1,4,2,4,18,111,10,3,1,12,6
6,4,1,2,2,18,68,10,3,1,11,5
7,2,4,1,6,18,136,10,3,0,10,5
7,2,3,3,4,18,91,10,3,1,11,4
8,2,4,2,6,18,75,10,4,1,11,3
7,5,3,5,4,18,104,10,3,0,11,2
8,3,4,1,4,18,86,10,3,0,11,3
9,2,4,2,5,18,151,10,3,0,9,2
8,3,4,1,3,18,96,10,3,0,12,1
7,4,7,1,4,18,132,10,3,1,10,3
6,2,5,2,5,18,87,10,3,0,10,3
6,2,5,2,5,18,87,10,3,0,10,3
7,2,5,1,6,18,150,10,3,0,11,4
7,2,5,1,6,18,150,10,3,0,11,4
7,2,5,1,6,18,150,10,3,0,11,4
7,1,5,1,5,18,148,10,3,0,10,4
7,1,5,1,5,18,148,10,3,0,10,4
6,4,2,6,3,18,117,10,3,0,10,3
7,2,3,11,4,18,112,10,3,1,10,4
7,2,4,1,4,18,110,10,3,0,11,4
9,2,3,1,2,18,72,10,3,0,10,3
8,4,1,11,5,18,95,10,3,0,11,3
6,2,3,3,4,18,126,10,3,0,12,4
7,1,3,3,4,18,89,10,3,1,12,5
8,3,4,4,5,18,129,10,3,0,12,4
6,2,2,1,5,18,66,10,4,1,10,4
6,3,2,2,5,18,134,10,3,1,10,3
9,2,5,2,4,18,107,10,3,1,10,2
7,2,3,13,5,18,143,10,3,0,9,4
8,3,6,10,5,18,134,10,3,1,9,3
8,5,3,1,4,18,167,10,3,0,11,3
5,3,3,1,3,18,69,10,3,1,10,4
6,1,3,4,4,18,97,10,3,0,9,3
8,3,3,5,4,18,56,10,3,0,12,4
6,2,2,1,2,18,128,10,3,0,11,3
7,4,3,2,4,18,101,10,3,0,11,3
6,3,3,1,3,18,112,10,3,1,13,5
7,3,3,7,4,18,113,10,3,0,10,4
6,2,3,1,4,18,122,10,3,0,12,3
8,5,2,3,5,18,143,10,3,1,11,4
8,5,2,3,5,18,143,10,3,1,11,4
7,6,3,1,3,18,76,10,3,1,13,2
6,3,3,5,3,18,122,10,3,1,13,4
6,3,3,5,3,18,122,10,3,1,13,4
6,3,4,2,5,18,141,10,3,1,11,4
7,3,5,8,3,18,88,10,3,1,13,2
6,3,2,1,3,18,135,10,3,0,10,4
6,4,3,9,4,18,106,10,3,0,13,5
8,3,4,7,5,18,87,10,3,1,11,3
7,4,2,7,5,18,102,10,3,1,11,2
7,3,3,8,3,18,117,10,3,0,13,4
6,2,3,1,4,18,75,10,3,1,11,4
6,3,3,6,2,18,68,10,3,0,13,5
7,3,3,2,3,18,130,10,3,1,11,4
6,2,3,3,5,18,80,10,3,0,11,4
7,2,2,2,5,18,161,10,3,1,11,4
6,4,2,4,7,18,101,10,3,0,9,4
6,4,3,3,4,18,73,10,3,0,13,5
7,2,3,13,4,18,156,10,3,0,9,4
7,2,3,13,4,18,156,10,3,0,9,4
7,2,3,13,4,18,156,10,3,0,9,4
7,2,3,13,4,18,156,10,3,0,9,4
7,2,3,13,4,18,156,10,3,0,9,4
7,3,3,1,4,18,93,10,3,1,12,3
5,3,3,2,4,18,96,10,4,0,13,6
6,8,0,3,4,18,120,10,3,1,14,5
6,3,4,2,2,18,82,10,3,1,13,4
7,2,5,1,4,18,131,10,3,0,11,4
7,5,4,12,10,18,92,10,3,0,10,3
7,2,3,1,4,18,97,10,3,0,10,4
6,3,4,3,4,19,102,10,3,0,11,5
8,2,4,2,4,19,87,10,3,1,11,4
6,3,3,5,3,19,80,10,3,1,12,5
7,3,5,5,4,19,65,10,3,0,13,2
6,3,5,8,3,19,133,10,4,0,12,5
10,2,4,1,5,19,152,10,3,0,10,4
6,6,2,10,3,19,125,10,3,0,10,4
6,3,1,1,5,19,84,10,3,0,10,3
7,2,3,2,2,19,86,10,3,0,13,4
6,2,5,5,3,19,112,10,4,0,11,4
6,3,2,2,3,19,135,10,3,1,14,5
7,2,3,8,6,19,101,10,3,1,9,3
8,4,2,3,4,19,113,10,3,0,10,3
8,3,3,1,4,19,75,10,3,1,11,3
10,2,4,2,4,19,135,10,3,0,11,3
7,4,3,5,4,19,127,10,3,0,10,3
7,3,3,2,4,19,189,10,3,1,10,4
7,3,4,3,2,19,87,10,3,1,13,4
7,3,4,3,2,19,87,10,3,1,13,4
8,3,2,4,6,19,115,10,3,0,9,3
6,1,3,5,4,19,101,10,3,0,9,4
7,2,2,14,5,19,94,10,3,1,10,3
7,2,7,1,4,19,163,10,3,1,10,3
8,2,5,2,6,19,110,10,3,0,10,3
8,3,5,5,4,19,100,10,3,0,10,4
7,5,5,7,5,19,184,10,3,0,9,3
7,3,3,2,4,19,142,10,3,0,10,4
8,2,4,2,5,19,101,10,3,0,10,3
9,5,3,4,3,19,101,10,3,0,12,3
9,5,3,4,3,19,101,10,3,0,12,3
7,2,3,1,3,19,68,10,3,0,12,2
6,2,3,9,6,19,102,10,3,0,10,3
10,5,2,2,9,19,115,10,3,0,9,4
8,3,3,2,6,19,175,10,3,1,10,3
8,5,4,10,17,19,184,10,3,1,10,3
9,3,4,2,3,19,125,10,3,1,13,4
7,3,3,2,4,19,114,10,3,1,11,4
7,6,1,2,7,19,117,10,3,1,10,3
7,2,3,2,4,19,95,10,3,0,11,5
7,2,3,13,6,19,171,10,3,1,9,5
7,2,3,13,6,19,171,10,3,1,9,5
7,2,3,13,6,19,171,10,3,1,9,5
7,2,3,13,6,19,171,10,3,1,9,5
7,2,3,13,6,19,171,10,3,1,9,5
7,2,3,13,6,19,171,10,3,1,9,5
7,2,3,13,6,19,171,10,3,1,9,5
7,4,2,4,3,19,99,10,3,1,13,5
6,1,3,5,4,19,103,10,3,0,9,4
7,2,3,9,5,19,86,10,3,1,10,3
7,2,3,1,4,19,76,10,3,0,12,4
7,1,4,1,3,19,102,10,3,1,11,5
7,2,5,2,3,19,111,10,3,1,12,4
9,4,5,2,10,19,76,10,3,1,13,3
6,3,4,1,4,19,113,10,3,0,13,5
7,3,3,2,4,19,113,10,3,1,10,4
6,4,3,13,4,19,124,10,3,0,11,4
6,2,4,1,4,19,74,10,3,0,13,5
6,3,3,1,5,19,125,10,3,1,13,4
8,3,3,5,8,19,92,10,3,0,13,4
6,4,2,6,3,19,86,10,3,0,13,6
6,4,2,6,3,19,86,10,3,0,13,6
7,8,1,6,4,19,50,10,3,0,11,2
7,6,3,4,3,19,78,10,3,1,13,4
7,6,3,4,3,19,78,10,3,1,13,4
7,3,2,7,2,19,130,10,3,0,13,5
7,2,3,19,9,19,111,10,3,1,9,3
7,2,3,10,4,19,105,10,3,0,11,5
7,2,3,10,4,19,105,10,3,0,11,5
7,2,3,19,9,19,111,10,3,1,9,3
6,5,2,2,6,19,112,10,3,0,9,4
6,5,2,2,6,19,112,10,3,0,9,4
7,4,3,4,5,19,143,10,3,0,12,6
6,2,3,3,2,19,89,10,3,1,11,4
6,3,3,2,4,19,120,10,3,0,13,5
7,6,1,8,4,19,164,10,3,0,12,4
6,3,3,2,4,19,120,10,3,0,13,5
6,3,3,2,4,19,86,10,3,1,12,4
7,4,3,3,5,19,129,10,3,0,13,5
6,4,4,2,3,19,77,10,3,0,11,3
6,2,4,1,3,19,84,10,3,1,13,4
6,3,3,3,4,19,98,10,3,0,11,4
6,5,3,2,4,19,78,10,3,0,12,5
7,2,4,1,8,19,71,10,3,1,11,4
8,4,3,9,4,19,116,10,3,0,11,4
9,3,3,11,3,20,166,10,3,0,11,3
9,2,4,10,4,20,142,10,3,1,10,4
7,3,3,1,4,20,69,10,3,1,12,5
6,3,3,2,5,20,77,10,3,0,10,3
8,3,3,9,6,20,151,10,3,1,9,3
10,4,9,6,5,20,124,10,3,1,10,2
6,2,4,2,4,20,250,10,3,1,11,4
6,3,1,1,3,20,68,10,3,1,11,5
6,4,4,3,3,20,125,10,3,0,11,5
7,2,4,2,2,20,69,10,3,1,12,4
8,2,3,1,5,20,89,10,3,0,9,3
6,1,3,2,5,20,78,10,3,1,11,4
7,4,2,1,4,20,84,10,3,0,10,2
7,2,4,11,4,20,90,10,3,0,11,5
6,3,3,3,2,20,105,10,3,1,12,5
9,2,4,1,4,20,107,10,3,0,10,5
8,3,4,5,6,20,115,10,3,1,10,4
8,4,5,9,3,20,125,10,3,0,10,4
7,2,4,7,4,20,110,10,3,0,11,3
7,2,3,1,5,20,73,10,3,0,11,5
6,2,3,2,6,20,132,10,3,0,9,4
8,2,4,2,5,20,104,10,3,0,10,3
8,2,5,2,6,20,124,10,3,0,11,4
7,3,5,2,3,20,126,10,3,0,11,4
6,3,5,1,5,20,74,10,3,0,10,4
7,3,5,2,17,20,94,10,3,1,11,4
8,2,5,1,4,20,99,10,3,0,12,5
8,2,3,1,3,20,72,10,3,0,11,5
8,3,2,1,4,20,102,10,3,0,11,3
6,2,3,2,4,20,98,10,3,0,11,5
7,2,3,1,4,20,71,10,3,1,10,4
8,3,3,9,4,20,112,10,3,0,12,4
7,2,3,1,4,20,71,10,3,1,10,4
7,3,6,2,4,20,95,10,3,1,11,4
6,3,3,1,5,20,155,10,4,0,10,4
7,3,3,5,3,20,151,10,3,1,12,5
6,3,2,2,5,20,93,10,3,1,10,3
6,3,2,16,4,20,142,10,3,1,11,3
7,2,3,1,4,20,71,10,3,0,12,4
7,2,4,6,7,20,90,10,3,1,10,3
7,4,3,4,6,20,134,10,3,0,9,4
9,4,3,7,3,20,167,10,3,0,11,3
6,2,3,1,5,20,77,10,4,1,10,4
9,2,4,1,3,20,93,10,3,0,12,3
6,3,2,16,4,20,142,10,3,1,10,4
8,3,2,13,5,20,139,10,3,1,10,2
8,3,2,13,5,20,139,10,3,1,10,2
6,2,3,1,4,20,67,10,3,0,10,4
6,3,2,2,3,20,111,10,3,1,10,3
6,2,4,3,2,20,80,10,3,0,12,3
6,2,4,3,2,20,80,10,3,0,12,3
7,3,3,1,2,20,166,10,3,1,10,4
7,3,3,1,2,20,166,10,3,1,10,4
7,2,4,2,4,20,84,10,3,1,11,4
7,2,4,2,4,20,84,10,3,1,11,4
6,4,3,2,5,20,180,10,4,1,10,3
7,4,4,10,3,20,82,10,3,0,12,5
6,4,4,3,3,20,89,10,3,0,12,5
8,2,5,3,5,20,130,10,3,0,11,3
8,3,4,5,2,20,198,10,3,1,12,4
7,1,3,1,10,20,54,10,3,1,12,4
7,2,4,9,2,20,86,10,3,0,13,5
7,3,3,2,5,20,127,10,3,1,13,4
7,2,2,7,4,20,97,10,3,1,11,4
5,5,3,6,3,20,102,10,3,0,13,6
7,3,3,4,3,20,80,10,3,0,12,4
7,3,3,4,3,20,80,10,3,0,12,4
8,3,4,2,3,20,87,10,3,0,12,4
7,3,3,1,4,20,117,10,3,1,11,3
7,3,3,1,4,20,117,10,3,1,11,3
7,4,4,7,4,20,196,10,3,0,9,4
6,2,2,3,5,20,119,10,3,1,9,4
8,2,3,1,3,20,57,10,3,1,11,4
8,2,3,1,3,20,57,10,3,1,11,4
7,2,3,9,2,20,109,10,3,0,13,4
7,2,3,9,2,20,109,10,3,0,13,4
7,3,3,2,5,20,98,10,3,1,11,3
6,4,0,6,5,20,70,10,3,0,10,3
6,4,0,6,5,20,70,10,3,0,10,3
7,3,2,15,5,20,96,10,3,0,12,6
7,4,3,11,11,20,103,10,3,0,9,4
7,4,3,11,11,20,103,10,3,0,9,4
6,7,2,5,4,20,128,10,3,0,13,4
4,3,0,11,4,20,114,10,4,0,12,4
6,3,3,2,4,20,117,10,3,0,13,5
7,2,3,6,4,20,119,10,3,1,11,4
7,2,3,6,4,20,119,10,3,1,11,4
7,3,3,16,5,20,146,10,3,1,9,3
7,3,3,16,5,20,146,10,3,1,9,3
5,4,3,8,5,20,103,10,3,0,12,4
7,3,2,9,5,20,138,10,3,0,11,3
7,2,3,2,5,20,101,10,3,0,11,4
6,6,3,10,3,20,104,10,3,1,13,4
7,4,3,14,5,20,113,10,3,1,11,4
7,5,3,4,7,20,114,10,3,1,13,4
7,4,3,14,5,20,113,10,3,1,11,4
8,2,3,1,4,20,116,10,3,0,10,4
7,4,3,5,4,20,125,10,3,1,13,4
6,4,3,1,6,20,140,10,3,0,10,4
5,3,2,1,5,20,77,10,3,1,11,3
5,2,4,2,2,20,98,10,3,1,12,4
6,3,3,1,2,20,110,10,3,0,13,5
7,3,4,2,8,21,123,10,3,0,13,3
6,2,3,1,6,21,82,10,3,0,11,5
7,2,3,10,5,21,105,10,3,0,10,3
7,2,3,10,5,21,105,10,3,0,10,3
7,5,3,5,6,21,105,10,3,0,9,3
6,4,0,6,5,21,87,10,3,1,10,3
7,2,4,1,5,21,98,10,3,0,10,5
7,2,4,1,5,21,98,10,3,0,10,5
7,6,2,10,7,21,174,10,3,1,9,3
9,4,7,12,4,21,158,10,3,1,9,4
7,6,1,2,7,21,165,10,3,1,9,4
7,2,4,6,4,21,114,10,3,1,11,5
6,2,3,2,3,21,57,10,3,1,11,4
7,2,4,1,4,21,90,10,3,0,11,5
8,2,5,6,2,21,84,10,3,0,12,5
6,4,3,4,3,21,77,10,3,0,12,4
5,2,5,4,3,21,128,10,4,0,11,6
5,2,5,4,3,21,128,10,4,0,11,6
6,1,3,1,5,21,100,10,3,0,10,3
7,2,4,1,4,21,74,10,3,0,11,3
8,3,4,1,4,21,115,10,3,1,10,4
8,3,3,11,4,21,145,10,3,0,9,3
8,3,3,11,4,21,145,10,3,0,9,3
7,2,3,1,4,21,177,10,3,1,11,3
7,2,4,1,4,21,182,10,3,1,11,4
8,3,5,3,5,21,116,10,3,0,10,3
8,2,2,8,5,21,98,10,3,0,10,4
8,1,7,2,4,21,126,10,3,0,10,4
6,2,5,1,5,21,98,10,3,0,9,3
8,2,4,1,6,21,153,10,3,1,10,4
6,3,5,5,3,21,94,10,3,1,12,4
6,3,5,5,3,21,94,10,3,1,12,4
8,2,4,1,3,21,78,10,3,0,10,4
8,2,3,2,5,21,153,10,3,1,10,4
10,2,5,1,4,21,123,10,3,1,10,3
7,2,4,2,4,21,159,10,4,0,10,3
7,2,4,2,4,21,159,10,4,0,10,3
8,3,3,2,5,21,127,10,3,0,10,3
7,4,2,2,4,21,144,10,3,0,11,3
7,2,2,1,5,21,106,10,4,1,11,5
7,2,3,7,4,21,90,10,3,1,10,4
7,2,3,7,4,21,90,10,3,1,10,4
6,3,2,2,8,21,191,10,3,1,10,2
6,3,2,2,9,21,196,10,3,1,10,2
7,3,3,8,4,21,133,10,3,1,10,4
9,3,3,7,3,21,162,10,3,1,11,4
9,3,3,7,3,21,162,10,3,1,11,4
7,1,3,1,4,21,131,10,3,0,11,5
10,7,2,2,4,21,120,10,3,1,13,4
7,3,2,1,4,21,144,10,3,0,10,3
7,3,2,1,4,21,144,10,3,0,10,3
8,4,4,11,3,21,132,10,3,0,13,4
8,2,4,6,5,21,138,10,3,1,11,4
6,1,3,6,3,21,99,10,3,1,10,4
6,2,3,12,4,21,93,10,3,0,12,4
6,2,3,2,4,21,115,10,3,0,10,3
6,2,3,1,6,21,125,10,3,0,11,5
6,2,3,2,4,21,115,10,3,0,10,3
6,1,3,3,4,21,73,10,3,0,13,6
6,1,3,3,4,21,73,10,3,0,13,6
7,3,3,4,4,21,93,10,3,0,13,5
8,3,3,5,4,21,155,10,3,1,11,4
7,2,7,18,4,21,114,10,3,1,10,4
7,2,7,18,4,21,114,10,3,1,10,4
7,2,7,18,4,21,114,10,3,1,10,4
7,3,3,8,4,21,124,10,3,0,11,4
7,3,3,8,4,21,124,10,3,0,11,4
7,3,3,8,4,21,124,10,3,0,11,4
6,2,3,5,3,21,75,10,3,0,14,5
8,2,4,2,6,21,138,10,3,1,11,3
7,3,3,2,4,21,177,10,3,1,11,3
8,2,4,2,6,21,138,10,3,1,11,3
8,2,4,2,6,21,138,10,3,1,11,3
7,3,3,2,4,21,177,10,3,1,11,3
7,2,4,2,3,21,63,10,3,1,13,4
7,2,4,2,3,21,63,10,3,1,13,4
6,4,2,6,3,21,134,10,3,0,12,4
6,3,6,1,6,21,122,10,3,0,10,3
6,3,6,1,6,21,122,10,3,0,10,3
6,3,2,2,4,21,108,10,3,1,11,4
6,2,2,2,4,21,110,10,3,1,11,4
6,1,3,8,6,21,82,10,3,0,10,4
6,1,3,8,6,21,82,10,3,0,10,4
6,2,2,5,10,21,105,10,3,0,10,3
6,3,2,15,4,21,116,10,3,1,9,3
6,3,2,15,4,21,116,10,3,1,9,3
6,3,2,15,4,21,116,10,3,1,9,3
6,2,3,2,2,21,95,10,3,1,12,4
6,3,2,7,4,21,113,10,3,1,11,4
6,2,3,2,2,21,109,10,3,1,10,4
7,2,4,3,3,21,107,10,3,1,11,4
7,3,8,10,4,21,251,10,3,1,11,4
7,3,7,2,3,21,92,10,3,0,12,4
6,3,2,15,4,22,179,10,3,0,10,3
6,2,4,1,4,22,167,10,3,0,11,4
7,2,4,3,3,22,112,10,3,0,13,6
6,4,1,1,7,22,108,10,3,1,9,3
7,3,4,1,4,22,101,10,3,0,11,4
6,4,3,2,3,22,96,10,3,0,11,4
6,2,3,2,5,22,61,10,3,1,10,3
8,4,7,12,5,22,160,10,3,1,9,3
5,3,1,7,4,22,141,10,3,1,10,4
8,6,1,10,10,22,177,10,3,0,9,2
7,3,4,2,4,22,101,10,3,1,12,4
7,7,3,13,29,22,193,10,3,1,9,2
7,2,3,1,2,22,94,10,3,1,11,4
8,4,3,9,5,22,221,10,3,1,9,4
7,3,4,6,2,22,125,10,3,1,12,4
7,3,4,6,2,22,125,10,3,1,12,4
6,3,2,6,4,22,143,10,3,1,10,3
6,3,2,6,4,22,145,10,3,1,10,3
8,3,3,4,5,22,111,10,3,0,9,3
7,2,4,2,5,22,102,10,3,0,11,3
7,2,4,1,4,22,113,10,3,1,11,4
8,3,4,1,5,22,184,10,3,0,9,3
9,2,7,2,5,22,130,10,3,0,10,4
8,6,4,4,3,22,122,10,3,1,13,5
7,1,4,1,4,22,95,10,3,0,11,4
8,3,5,7,4,22,124,10,3,0,11,4
6,4,0,1,4,22,63,10,3,0,9,3
8,3,5,7,4,22,124,10,3,0,11,4
8,2,5,8,4,22,95,10,3,0,12,4
7,1,5,6,5,22,118,10,3,0,9,4
7,4,4,6,6,22,149,10,3,0,10,4
7,1,3,2,5,22,104,10,3,1,12,5
7,1,3,7,6,22,89,10,3,0,9,4
7,2,4,8,3,22,84,10,3,1,11,4
10,4,4,2,3,22,145,10,3,1,11,4
6,1,3,5,3,22,104,10,3,0,9,3
6,1,3,5,3,22,104,10,3,0,9,3
6,1,3,5,3,22,104,10,3,0,9,4
6,4,0,13,3,22,115,10,3,1,10,4
8,3,4,9,5,22,126,10,3,0,9,3
7,2,5,15,5,22,136,10,3,0,9,3
7,2,5,15,5,22,136,10,3,0,9,3
8,2,3,2,3,22,162,10,3,1,12,4
7,4,6,12,4,22,111,10,3,0,10,3
7,4,6,12,4,22,111,10,3,0,10,3
7,3,3,1,5,22,113,10,3,1,10,3
7,2,4,3,3,22,157,10,3,0,11,4
8,4,6,14,4,22,171,10,3,1,9,3
5,2,3,4,4,22,91,10,3,1,10,4
8,4,3,4,4,22,93,10,3,1,13,5
8,4,3,4,4,22,93,10,3,1,13,5
8,3,3,4,3,22,100,10,3,0,12,5
7,4,3,3,5,22,112,10,3,0,11,5
8,4,4,10,17,22,210,10,3,1,10,3
7,5,3,1,2,22,121,10,3,1,13,5
7,5,3,1,2,22,121,10,3,1,13,5
8,3,4,7,4,22,64,10,3,0,11,3
6,1,4,1,4,22,68,10,3,1,12,5
6,2,3,1,3,22,73,10,3,1,11,4
7,1,4,1,4,22,81,10,3,1,11,4
7,1,4,1,4,22,81,10,3,1,11,4
7,5,3,15,2,22,142,10,3,0,12,6
7,5,3,15,2,22,142,10,3,0,12,6
7,2,4,17,5,22,126,10,3,0,9,4
7,2,4,17,5,22,126,10,3,0,9,4
6,2,4,5,2,22,82,10,3,0,13,4
7,3,4,7,3,22,98,10,3,1,13,5
7,3,3,3,5,22,141,10,3,0,10,4
9,4,4,2,10,22,80,10,3,1,13,4
6,3,3,4,3,22,105,10,3,1,13,6
6,4,5,10,6,22,184,10,3,1,10,4
6,4,5,10,6,22,184,10,3,1,10,4
7,2,3,1,5,22,90,10,3,1,12,5
7,2,3,1,3,22,87,10,3,1,12,5
5,2,3,3,3,22,111,10,3,0,11,5
6,2,3,3,3,22,98,10,3,0,11,5
7,4,2,3,2,22,80,10,3,0,12,3
6,2,5,2,5,22,113,10,3,0,10,3
5,2,2,2,5,22,145,10,3,0,10,3
6,3,3,1,5,22,176,10,3,1,9,3
7,3,3,12,3,22,97,10,3,0,12,4
7,3,3,12,3,22,97,10,3,0,12,4
7,4,3,8,6,22,166,10,3,1,11,3
6,3,3,4,3,22,86,10,3,0,12,5
7,4,3,4,5,22,147,10,3,0,12,5
6,2,3,7,5,22,93,10,3,0,11,4
6,2,3,7,5,22,93,10,3,0,11,4
6,2,3,7,5,22,93,10,3,0,11,4
6,2,3,7,5,22,93,10,3,0,11,4
7,2,3,9,5,22,121,10,3,1,11,3
7,3,2,9,11,22,155,10,3,1,10,3
6,3,4,5,4,22,86,10,3,1,13,5
6,3,4,5,4,22,86,10,3,1,13,5
7,2,3,6,5,22,106,10,3,1,11,3
6,2,2,8,3,22,130,10,3,1,11,4
7,2,3,9,4,22,110,10,3,1,11,5
8,3,4,10,4,22,108,10,3,0,12,4
7,3,3,5,5,22,130,10,3,0,12,5
6,3,3,10,3,22,90,10,3,0,12,5
6,4,3,4,4,22,79,10,3,1,12,4
6,4,2,1,7,22,148,10,3,0,10,3
6,2,4,1,2,22,98,10,3,0,12,4
7,3,3,4,5,23,116,10,3,0,9,4
7,3,3,4,5,23,116,10,3,0,9,4
6,4,3,1,5,23,170,10,3,1,10,4
8,3,3,8,3,23,90,10,3,1,10,3
7,2,4,2,3,23,100,10,3,0,11,5
6,2,4,2,3,23,118,10,3,1,12,4
6,3,3,3,4,23,219,10,3,1,10,3
6,4,0,1,6,23,108,10,3,1,9,3
6,3,3,1,4,23,99,10,3,1,11,4
7,6,1,8,9,23,188,10,3,0,9,2
6,3,4,5,3,23,94,10,3,0,12,5
6,3,4,5,3,23,94,10,3,0,12,5
6,3,4,5,3,23,94,10,3,0,12,5
7,3,3,2,3,23,128,10,3,0,12,4
8,3,4,2,3,23,122,10,3,0,11,5
8,2,4,10,5,23,159,10,3,0,10,2
8,3,3,2,4,23,124,10,3,0,11,4
6,2,3,4,2,23,112,10,3,1,12,4
7,1,3,2,3,23,93,10,3,1,12,5
7,1,3,2,3,23,93,10,3,1,12,5
7,3,7,3,9,23,185,10,4,1,12,4
7,2,4,2,5,23,94,10,3,0,11,5
7,2,1,1,5,23,107,10,3,0,10,3
8,3,3,17,5,23,135,10,3,0,9,4
8,3,3,17,5,23,135,10,3,0,9,4
8,3,3,17,5,23,135,10,3,0,9,4
8,3,3,17,5,23,135,10,3,0,9,4
6,3,2,5,4,23,131,10,3,0,10,3
8,5,5,1,4,23,126,10,3,0,11,3
8,5,5,1,4,23,126,10,3,0,11,3
